gene ID,gene name,Subject sequence ID,% of identical matches,Alignment length,Mistmatches,Gap openings,Start of alignment query,End of alignment query,Start of alignment subject ,End of alignment subject,E-value,Bit score,Protein annotations
gene10141,ints9,sp|Q9NV88|INT9_HUMAN,70.68,133,6,1,5159,5557,366,465,1.00E-49,189,Integrator complex subunit 9 OS=Homo sapiens GN=INTS9 PE=1 SV=2
gene10142,pla2g7,sp|Q13093|PAFA_HUMAN,54.05,74,34,0,8667,8888,274,347,3.00E-31,80.9,Platelet-activating factor acetylhydrolase OS=Homo sapiens GN=PLA2G7 PE=1 SV=1
gene10143,LOC106921721,sp|O60522|TDRD6_HUMAN,31.31,1744,1055,37,3495,8444,1,1695,1.00E-99,757,Tudor domain-containing protein 6 OS=Homo sapiens GN=TDRD6 PE=2 SV=2
gene10144,sf3b6,sp|Q9Y3B4|SF3B6_HUMAN,62.5,120,0,1,1226,1585,51,125,5.00E-28,108,Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1
gene10145,LOC106921729,sp|P62760|VISL1_HUMAN,98.59,71,1,0,46580,46792,57,127,5.00E-40,150,Visinin-like protein 1 OS=Homo sapiens GN=VSNL1 PE=1 SV=2
gene10148,LOC106921730,sp|Q587J7|TDR12_HUMAN,50,72,35,1,1830,2042,946,1017,4.00E-12,73.9,Putative ATP-dependent RNA helicase TDRD12 OS=Homo sapiens GN=TDRD12 PE=2 SV=2
gene10149,whsc1l1,sp|Q9BZ95|NSD3_HUMAN,57.14,217,34,2,20036,20686,971,1128,1.00E-63,243,Histone-lysine N-methyltransferase NSD3 OS=Homo sapiens GN=WHSC1L1 PE=1 SV=1
gene10150,LOC106921738,sp|Q8NEB5|PPC1B_HUMAN,73.68,57,15,0,9151,9321,156,212,1.00E-21,97.8,Phosphatidate phosphatase PPAPDC1B OS=Homo sapiens GN=PPAPDC1B PE=1 SV=2
gene10151,cdc45,sp|O75419|CDC45_HUMAN,47.66,107,23,1,5368,5688,279,352,5.00E-23,106,Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45 PE=1 SV=1
gene10152,cldn5,sp|O00501|CLD5_HUMAN,58.26,218,88,1,349,993,1,218,5.00E-72,235,Claudin-5 OS=Homo sapiens GN=CLDN5 PE=2 SV=1
gene10153,LOC106921740,sp|Q15019|SEPT2_HUMAN,66.06,109,12,1,21195,21521,198,281,4.00E-36,143,Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1
gene10154,42983,sp|Q99719|SEPT5_HUMAN,95.56,45,2,0,16198,16332,122,166,3.00E-52,102,Septin-5 OS=Homo sapiens GN=SEPT5 PE=1 SV=1
gene10156,gp1bb,sp|P13224|GP1BB_HUMAN,50.43,117,57,1,1549,1899,26,141,8.00E-30,117,Platelet glycoprotein Ib beta chain OS=Homo sapiens GN=GP1BB PE=1 SV=1
gene10157,dhx37,sp|Q8IY37|DHX37_HUMAN,75.86,58,14,0,11418,11591,898,955,5.00E-54,101,Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1
gene10158,ufd1l,sp|Q92890|UFD1_HUMAN,97.56,41,1,0,1411,1533,58,98,2.00E-20,94,Ubiquitin fusion degradation protein 1 homolog OS=Homo sapiens GN=UFD1L PE=1 SV=3
gene10159,LOC106921751,sp|Q6P5X5|CV039_HUMAN,35.25,122,49,1,1285,1650,45,136,1.00E-16,77,UPF0545 protein C22orf39 OS=Homo sapiens GN=C22orf39 PE=1 SV=2
gene10160,mrpl40,sp|Q9NQ50|RM40_HUMAN,70.73,41,12,0,2018,2140,161,201,2.00E-12,66.6,"39S ribosomal protein L40, mitochondrial OS=Homo sapiens GN=MRPL40 PE=1 SV=1"
gene10161,acaa2,sp|P42765|THIM_HUMAN,68.33,60,19,0,4049,4228,192,251,1.00E-34,88.2,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2"
gene10162,rpl6,sp|Q02878|RL6_HUMAN,59.52,168,43,2,4448,4948,145,288,4.00E-51,182,60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3
gene10163,LOC106921752,sp|P63167|DYL1_HUMAN,97.83,46,1,0,2478,2615,44,89,2.00E-25,100,"Dynein light chain 1, cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=1 SV=1"
gene10164,polb,sp|P06746|DPOLB_HUMAN,63.96,111,10,1,4085,4417,255,335,5.00E-37,143,DNA polymerase beta OS=Homo sapiens GN=POLB PE=1 SV=3
gene10165,enkd1,sp|Q9H0I2|ENKD1_HUMAN,38.68,106,39,1,3249,3566,266,345,7.00E-12,68.6,Enkurin domain-containing protein 1 OS=Homo sapiens GN=ENKD1 PE=1 SV=1
gene10166,vdac3,sp|P21796|VDAC1_HUMAN,63.16,57,21,0,14280,14450,185,241,4.00E-15,79.3,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2
gene10167,ikbkb,sp|O14920|IKKB_HUMAN,64.29,98,7,1,17175,17468,162,231,2.00E-28,126,Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens GN=IKBKB PE=1 SV=1
gene10168,LOC106921758,sp|O14920|IKKB_HUMAN,46.97,66,35,0,1435,1632,308,373,1.00E-26,68.6,Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens GN=IKBKB PE=1 SV=1
gene10169,LOC106921757,sp|O14920|IKKB_HUMAN,53.06,49,19,1,2447,2581,1,49,7.00E-07,53.9,Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens GN=IKBKB PE=1 SV=1
gene1017,LOC106921555,sp|P11217|PYGM_HUMAN,88.57,70,8,0,15072,15281,657,726,3.00E-51,132,"Glycogen phosphorylase, muscle form OS=Homo sapiens GN=PYGM PE=1 SV=6"
gene10170,plat,sp|P00750|TPA_HUMAN,46.67,60,32,0,13411,13590,209,268,2.00E-28,60.8,Tissue-type plasminogen activator OS=Homo sapiens GN=PLAT PE=1 SV=1
gene10173,LOC106921731,sp|Q8WV28|BLNK_HUMAN,44.44,81,33,2,17151,17393,341,409,3.00E-08,60.1,B-cell linker protein OS=Homo sapiens GN=BLNK PE=1 SV=2
gene10174,LOC106921732,sp|Q00610|CLH1_HUMAN,69.08,152,16,1,27571,28026,854,974,3.00E-108,220,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5
gene10175,LOC106921761,sp|Q9H013|ADA19_HUMAN,52.46,122,25,1,15246,15611,379,467,2.00E-49,108,Disintegrin and metalloproteinase domain-containing protein 19 OS=Homo sapiens GN=ADAM19 PE=1 SV=3
gene10176,gpr151,sp|Q8TDV0|GP151_HUMAN,41.15,418,214,6,310,1554,25,413,2.00E-97,306,Probable G-protein coupled receptor 151 OS=Homo sapiens GN=GPR151 PE=2 SV=1
gene10177,LOC106921764,sp|Q00005|2ABB_HUMAN,79.66,59,7,1,53487,53648,351,409,1.00E-32,92.8,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform OS=Homo sapiens GN=PPP2R2B PE=1 SV=1
gene10178,LOC106921765,sp|P61254|RL26_HUMAN,93.1,58,4,0,702,875,1,58,5.00E-48,113,60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1
gene10179,LOC106921766,sp|O15342|VA0E1_HUMAN,57.5,40,17,0,1811,1930,42,81,2.00E-06,46.2,V-type proton ATPase subunit e 1 OS=Homo sapiens GN=ATP6V0E1 PE=2 SV=2
gene1018,LOC106921563,sp|Q4U2R8|S22A6_HUMAN,44.19,129,66,2,516,902,1,123,2.00E-35,103,Solute carrier family 22 member 6 OS=Homo sapiens GN=SLC22A6 PE=1 SV=1
gene10180,LOC106921767,sp|Q12981|SEC20_HUMAN,87.69,65,8,0,2653,2847,164,228,2.00E-21,94.7,Vesicle transport protein SEC20 OS=Homo sapiens GN=BNIP1 PE=1 SV=3
gene10181,nkx2-5,sp|P52952|NKX25_HUMAN,63.9,205,62,6,1477,2061,122,324,2.00E-59,203,Homeobox protein Nkx-2.5 OS=Homo sapiens GN=NKX2-5 PE=1 SV=1
gene10183,stc2,sp|O76061|STC2_HUMAN,75.36,69,17,0,4229,4435,98,166,4.00E-28,117,Stanniocalcin-2 OS=Homo sapiens GN=STC2 PE=1 SV=1
gene10184,LOC106921770,sp|Q17RY0|CPEB4_HUMAN,71.97,239,2,2,6734,7450,556,729,1.00E-101,345,Cytoplasmic polyadenylation element-binding protein 4 OS=Homo sapiens GN=CPEB4 PE=1 SV=1
gene10185,LOC106921771,sp|P21728|DRD1_HUMAN,72.87,376,88,6,4330,5445,1,366,2.00E-162,509,D(1A) dopamine receptor OS=Homo sapiens GN=DRD1 PE=1 SV=1
gene10186,LOC106921774,sp|Q9Y237|PIN4_HUMAN,94.23,52,3,0,1977,2132,80,131,3.00E-26,107,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4 PE=1 SV=1
gene10187,pin4,sp|Q9Y237|PIN4_HUMAN,94.23,52,3,0,2059,2214,80,131,4.00E-27,107,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4 PE=1 SV=1
gene10188,faf2,sp|Q96CS3|FAF2_HUMAN,64.58,96,26,1,3970,4233,189,284,5.00E-29,122,FAS-associated factor 2 OS=Homo sapiens GN=FAF2 PE=1 SV=2
gene10189,rnf44,sp|Q7L0R7|RNF44_HUMAN,56.47,85,5,1,9297,9551,380,432,4.00E-35,92.4,RING finger protein 44 OS=Homo sapiens GN=RNF44 PE=2 SV=1
gene1019,nrg2,sp|O14511|NRG2_HUMAN,58,150,47,6,80,499,91,234,9.00E-41,168,"Pro-neuregulin-2, membrane-bound isoform OS=Homo sapiens GN=NRG2 PE=1 SV=1"
gene10190,cdhr2,sp|Q9BYE9|CDHR2_HUMAN,38.24,102,35,3,6133,6438,449,522,7.00E-22,55.1,Cadherin-related family member 2 OS=Homo sapiens GN=CDHR2 PE=1 SV=2
gene10191,gprin1,sp|Q7Z2K8|GRIN1_HUMAN,41.28,109,51,2,3504,3830,911,1006,4.00E-15,80.9,G protein-regulated inducer of neurite outgrowth 1 OS=Homo sapiens GN=GPRIN1 PE=2 SV=2
gene10192,sncb,sp|P37840|SYUA_HUMAN,80.49,41,8,0,1239,1361,1,41,3.00E-11,64.3,Alpha-synuclein OS=Homo sapiens GN=SNCA PE=1 SV=1
gene10193,LOC106921781,sp|Q9H169|STMN4_HUMAN,80.28,71,14,0,5984,6196,38,108,3.00E-32,125,Stathmin-4 OS=Homo sapiens GN=STMN4 PE=2 SV=1
gene10194,LOC106921783,sp|Q9Y6C2|EMIL1_HUMAN,69.52,105,31,1,28963,29274,904,1008,2.00E-37,157,EMILIN-1 OS=Homo sapiens GN=EMILIN1 PE=1 SV=2
gene10195,ankef1,sp|Q9NU02|ANKE1_HUMAN,44.6,278,148,3,6529,7353,274,548,1.00E-52,202,Ankyrin repeat and EF-hand domain-containing protein 1 OS=Homo sapiens GN=ANKEF1 PE=2 SV=2
gene10196,snap25,sp|P60880|SNP25_HUMAN,76.19,63,15,0,45758,45946,127,189,7.00E-22,98.6,Synaptosomal-associated protein 25 OS=Homo sapiens GN=SNAP25 PE=1 SV=1
gene10197,LOC106921786,sp|Q6PJW8|CNST_HUMAN,45.65,46,25,0,7617,7754,207,252,2.00E-05,50.4,Consortin OS=Homo sapiens GN=CNST PE=1 SV=3
gene10199,LOC106921788,sp|Q2KJY2|KI26B_HUMAN,61.43,70,23,2,23987,24193,1847,1913,4.00E-14,81.6,Kinesin-like protein KIF26B OS=Homo sapiens GN=KIF26B PE=2 SV=1
gene102,LOC106920055,sp|Q00532|CDKL1_HUMAN,58.57,140,25,1,17632,18051,1,107,2.00E-40,156,Cyclin-dependent kinase-like 1 OS=Homo sapiens GN=CDKL1 PE=1 SV=5
gene10200,hnrnpu,sp|Q00839|HNRPU_HUMAN,40.62,224,81,5,7268,7936,411,583,1.00E-39,161,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6
gene10201,LOC106921780,sp|O00292|LFTY2_HUMAN,39.53,86,51,1,1974,2231,162,246,1.00E-27,73.2,Left-right determination factor 2 OS=Homo sapiens GN=LEFTY2 PE=1 SV=2
gene10202,LOC106921791,sp|Q5VT25|MRCKA_HUMAN,78.69,61,13,0,1176,1358,1,61,6.00E-21,103,Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens GN=CDC42BPA PE=1 SV=1
gene10203,rptor,sp|Q8N122|RPTOR_HUMAN,63.72,113,13,1,120116,120454,1009,1093,4.00E-33,145,Regulatory-associated protein of mTOR OS=Homo sapiens GN=RPTOR PE=1 SV=1
gene10204,LOC106921794,sp|Q8N122|RPTOR_HUMAN,56.8,125,25,3,1503,1871,839,936,2.00E-22,105,Regulatory-associated protein of mTOR OS=Homo sapiens GN=RPTOR PE=1 SV=1
gene10205,LOC106921795,sp|P16284|PECA1_HUMAN,29.9,97,67,1,3199,3489,34,129,2.00E-05,51.2,Platelet endothelial cell adhesion molecule OS=Homo sapiens GN=PECAM1 PE=1 SV=1
gene10206,p4hb,sp|P07237|PDIA1_HUMAN,84.06,69,11,0,2365,2571,50,118,1.00E-29,126,Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3
gene10207,ppp1r27,sp|Q86WC6|PPR27_HUMAN,82.35,51,9,0,666,818,64,114,4.00E-25,101,Protein phosphatase 1 regulatory subunit 27 OS=Homo sapiens GN=PPP1R27 PE=1 SV=1
gene10208,LOC106921798,sp|P61129|ZC3H6_HUMAN,32.71,107,41,2,1939,2259,288,363,4.00E-09,62,Zinc finger CCCH domain-containing protein 6 OS=Homo sapiens GN=ZC3H6 PE=2 SV=2
gene10209,LOC106921805,sp|Q9BX93|PG12B_HUMAN,90.91,55,5,0,3442,3606,101,155,3.00E-29,116,Group XIIB secretory phospholipase A2-like protein OS=Homo sapiens GN=PLA2G12B PE=1 SV=2
gene1021,pura,sp|Q00577|PURA_HUMAN,94.58,240,9,2,3794,4501,54,293,2.00E-149,467,Transcriptional activator protein Pur-alpha OS=Homo sapiens GN=PURA PE=1 SV=2
gene10211,LOC106921804,sp|Q5VUA4|ZN318_HUMAN,35.21,71,42,2,1262,1465,569,638,3.00E-04,44.7,Zinc finger protein 318 OS=Homo sapiens GN=ZNF318 PE=1 SV=2
gene10212,anapc11,sp|Q9NYG5|APC11_HUMAN,93.62,47,3,0,1057,1197,38,84,4.00E-20,84,Anaphase-promoting complex subunit 11 OS=Homo sapiens GN=ANAPC11 PE=1 SV=1
gene10213,LOC106921799,sp|P20701|ITAL_HUMAN,35.45,110,48,2,6029,6358,110,196,3.00E-22,66.6,Integrin alpha-L OS=Homo sapiens GN=ITGAL PE=1 SV=3
gene10214,qprt,sp|Q15274|NADC_HUMAN,44.89,176,72,3,2301,2753,84,259,6.00E-30,122,Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens GN=QPRT PE=1 SV=3
gene10215,LOC106921801,sp|Q9BZL4|PP12C_HUMAN,75,44,11,0,4924,5055,107,150,6.00E-13,75.9,Protein phosphatase 1 regulatory subunit 12C OS=Homo sapiens GN=PPP1R12C PE=1 SV=1
gene10216,LOC106921809,sp|P52565|GDIR1_HUMAN,77.94,68,15,0,28539,28742,137,204,8.00E-30,120,Rho GDP-dissociation inhibitor 1 OS=Homo sapiens GN=ARHGDIA PE=1 SV=3
gene10217,LOC106921808,sp|Q86V81|THOC4_HUMAN,49.22,128,32,2,1354,1737,79,173,2.00E-28,116,THO complex subunit 4 OS=Homo sapiens GN=ALYREF PE=1 SV=3
gene10218,scrn2,sp|Q96FV2|SCRN2_HUMAN,60.27,73,29,0,7852,8070,186,258,1.00E-42,99,Secernin-2 OS=Homo sapiens GN=SCRN2 PE=1 SV=3
gene10219,LOC106921812,sp|Q5TA50|CPTP_HUMAN,55.17,174,78,0,746,1267,41,214,5.00E-66,215,Ceramide-1-phosphate transfer protein OS=Homo sapiens GN=CPTP PE=1 SV=1
gene1022,LOC106921594,sp|Q9H788|SH24A_HUMAN,59.02,61,21,1,2960,3142,1,57,1.00E-11,71.6,SH2 domain-containing protein 4A OS=Homo sapiens GN=SH2D4A PE=1 SV=1
gene10220,ubxn10,sp|Q96LJ8|UBX10_HUMAN,33.33,255,126,9,253,927,32,272,2.00E-25,103,UBX domain-containing protein 10 OS=Homo sapiens GN=UBXN10 PE=2 SV=1
gene10221,LOC106921813,sp|Q9UMR2|DD19B_HUMAN,74.7,83,21,0,2779,3027,260,342,8.00E-58,145,ATP-dependent RNA helicase DDX19B OS=Homo sapiens GN=DDX19B PE=1 SV=1
gene10222,vwa5b1,sp|Q5TIE3|VW5B1_HUMAN,46.27,201,75,5,37828,38430,1053,1220,9.00E-38,159,von Willebrand factor A domain-containing protein 5B1 OS=Homo sapiens GN=VWA5B1 PE=1 SV=2
gene10223,mul1,sp|Q969V5|MUL1_HUMAN,54.13,242,111,0,2504,3229,111,352,5.00E-82,274,Mitochondrial ubiquitin ligase activator of NFKB 1 OS=Homo sapiens GN=MUL1 PE=1 SV=1
gene10224,fam43b,sp|Q6ZT52|FA43B_HUMAN,57.95,264,99,4,166,924,1,263,1.00E-95,299,Protein FAM43B OS=Homo sapiens GN=FAM43B PE=2 SV=1
gene10225,LOC106921811,sp|Q86TG7|PEG10_HUMAN,30.37,135,93,1,7039,7440,83,217,5.00E-14,79.3,Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10 PE=1 SV=2
gene10226,LOC106921818,sp|P07477|TRY1_HUMAN,37.5,96,56,2,4289,4576,106,197,5.00E-17,66.2,Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1
gene10227,LOC106921819,sp|P35030|TRY3_HUMAN,39.56,91,51,2,2652,2918,166,254,3.00E-27,61.6,Trypsin-3 OS=Homo sapiens GN=PRSS3 PE=1 SV=2
gene10228,pink1,sp|Q9BXM7|PINK1_HUMAN,43.65,197,62,5,4097,4663,412,567,4.00E-31,131,"Serine/threonine-protein kinase PINK1, mitochondrial OS=Homo sapiens GN=PINK1 PE=1 SV=1"
gene10229,LOC106921823,sp|P68363|TBA1B_HUMAN,100,307,0,0,2164,3084,126,432,1.00E-99,618,Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1
gene10230,agmat,sp|Q9BSE5|SPEB_HUMAN,66.2,71,24,0,1714,1926,91,161,1.00E-23,104,"Agmatinase, mitochondrial OS=Homo sapiens GN=AGMAT PE=1 SV=2"
gene10231,hspg2,sp|P98160|PGBM_HUMAN,42.61,115,24,1,117867,118211,3854,3926,6.00E-63,99,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4
gene10234,LOC106921828,sp|Q9NT68|TEN2_HUMAN,80.6,67,13,0,263834,264034,670,736,4.00E-31,140,Teneurin-2 OS=Homo sapiens GN=TENM2 PE=1 SV=3
gene10239,slitrk4,sp|Q8IW52|SLIK4_HUMAN,73.5,566,137,5,2168,3832,20,583,1.00E-99,812,SLIT and NTRK-like protein 4 OS=Homo sapiens GN=SLITRK4 PE=2 SV=1
gene10240,grid2,sp|O43424|GRID2_HUMAN,78.81,151,22,4,233018,233470,867,1007,1.00E-52,208,"Glutamate receptor ionotropic, delta-2 OS=Homo sapiens GN=GRID2 PE=2 SV=2"
gene10241,LOC106921836,sp|Q9C0G0|ZN407_HUMAN,37.3,311,112,11,119235,119930,1810,2116,7.00E-28,128,Zinc finger protein 407 OS=Homo sapiens GN=ZNF407 PE=1 SV=2
gene10242,sybu,sp|Q9NX95|SYBU_HUMAN,61.25,160,57,3,11181,11651,295,452,4.00E-48,185,Syntabulin OS=Homo sapiens GN=SYBU PE=1 SV=2
gene10243,gdf6,sp|Q6KF10|GDF6_HUMAN,60.49,324,96,7,6638,7525,136,455,7.00E-105,344,Growth/differentiation factor 6 OS=Homo sapiens GN=GDF6 PE=1 SV=1
gene10244,LOC106921839,sp|Q04726|TLE3_HUMAN,74.01,177,2,1,25235,25765,530,662,5.00E-97,264,Transducin-like enhancer protein 3 OS=Homo sapiens GN=TLE3 PE=1 SV=2
gene10245,LOC106921841,sp|Q02241|KIF23_HUMAN,61.9,63,24,0,15994,16182,567,629,2.00E-44,85.9,Kinesin-like protein KIF23 OS=Homo sapiens GN=KIF23 PE=1 SV=3
gene10246,ddb2,sp|Q92466|DDB2_HUMAN,36.54,208,48,6,4265,4879,286,412,1.00E-27,118,DNA damage-binding protein 2 OS=Homo sapiens GN=DDB2 PE=1 SV=1
gene10247,fam180b,sp|Q6UWF9|F180A_HUMAN,28.04,107,75,2,678,998,59,163,4.00E-08,52.8,Protein FAM180A OS=Homo sapiens GN=FAM180A PE=2 SV=1
gene10248,kbtbd4,sp|Q9NVX7|KBTB4_HUMAN,80.84,287,55,0,2635,3495,232,518,6.00E-163,501,Kelch repeat and BTB domain-containing protein 4 OS=Homo sapiens GN=KBTBD4 PE=1 SV=3
gene10249,rapsn,sp|Q13702|RAPSN_HUMAN,74.78,115,29,0,3424,3768,63,177,6.00E-51,187,43 kDa receptor-associated protein of the synapse OS=Homo sapiens GN=RAPSN PE=1 SV=4
gene1025,LOC106921625,sp|Q7LFL8|CXXC5_HUMAN,53.53,269,86,6,11916,12644,53,308,4.00E-71,243,CXXC-type zinc finger protein 5 OS=Homo sapiens GN=CXXC5 PE=1 SV=1
gene10250,LOC106921849,sp|Q9HCM9|TRI39_HUMAN,44.63,177,96,1,3628,4152,335,511,5.00E-37,147,E3 ubiquitin-protein ligase TRIM39 OS=Homo sapiens GN=TRIM39 PE=1 SV=2
gene10251,ighmbp2,sp|P38935|SMBP2_HUMAN,40,390,167,13,5472,6578,586,929,1.00E-71,213,DNA-binding protein SMUBP-2 OS=Homo sapiens GN=IGHMBP2 PE=1 SV=3
gene10252,chid1,sp|Q9BWS9|CHID1_HUMAN,34,200,50,3,1397,1996,85,202,1.00E-27,108,Chitinase domain-containing protein 1 OS=Homo sapiens GN=CHID1 PE=1 SV=1
gene10253,pddc1,sp|Q8NB37|PDDC1_HUMAN,35.22,159,45,6,2330,2803,118,219,3.00E-16,78.6,Parkinson disease 7 domain-containing protein 1 OS=Homo sapiens GN=PDDC1 PE=1 SV=1
gene10254,cd151,sp|P48509|CD151_HUMAN,40,140,32,2,3669,4085,117,205,5.00E-25,106,CD151 antigen OS=Homo sapiens GN=CD151 PE=1 SV=3
gene10255,cracr2b,sp|Q8IZ41|RASEF_HUMAN,62.86,35,13,0,8837,8941,568,602,4.00E-14,50.1,Ras and EF-hand domain-containing protein OS=Homo sapiens GN=RASEF PE=1 SV=1
gene10256,LOC106921854,sp|Q9NPI0|TM138_HUMAN,47.13,87,21,1,4031,4291,101,162,1.00E-16,79,Transmembrane protein 138 OS=Homo sapiens GN=TMEM138 PE=1 SV=1
gene10257,tmem258,sp|P61165|TM258_HUMAN,94.87,39,2,0,397,513,1,39,1.00E-18,80.1,Transmembrane protein 258 OS=Homo sapiens GN=TMEM258 PE=1 SV=1
gene10258,myrf,sp|Q9Y2G1|MRF_HUMAN,63.33,120,16,1,26481,26840,629,720,1.00E-41,141,Myelin regulatory factor OS=Homo sapiens GN=MYRF PE=1 SV=3
gene10259,LOC106921861,sp|Q96HE8|TMM80_HUMAN,39.13,69,42,0,613,819,100,168,2.00E-09,58.2,Transmembrane protein 80 OS=Homo sapiens GN=TMEM80 PE=2 SV=3
gene10260,eps8l2,sp|Q9H6S3|ES8L2_HUMAN,57.89,57,24,0,23137,23307,348,404,2.00E-20,73.2,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2
gene10261,LOC106921862,sp|Q9H6S3|ES8L2_HUMAN,57.89,57,24,0,6225,6395,348,404,1.00E-20,73.2,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2
gene10262,LOC106921859,sp|O95864|FADS2_HUMAN,78.57,42,9,0,4510,4635,207,248,2.00E-50,79.7,Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1
gene10263,LOC106921860,sp|O60427|FADS1_HUMAN,88.57,35,4,0,3052,3156,171,205,2.00E-37,67.8,Fatty acid desaturase 1 OS=Homo sapiens GN=FADS1 PE=1 SV=3
gene10264,LOC106921863,sp|O95864|FADS2_HUMAN,47.74,199,54,2,4022,4618,107,255,1.00E-45,145,Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1
gene10265,lrrc10b,sp|A6NIK2|LR10B_HUMAN,58.99,217,89,0,924,1574,21,237,3.00E-75,245,Leucine-rich repeat-containing protein 10B OS=Homo sapiens GN=LRRC10B PE=4 SV=2
gene10267,LOC106921866,sp|O43581|SYT7_HUMAN,78.57,70,15,0,2386,2595,301,370,4.00E-27,117,Synaptotagmin-7 OS=Homo sapiens GN=SYT7 PE=1 SV=3
gene10268,rag2,sp|P55895|RAG2_HUMAN,50.93,538,248,10,919,2517,1,527,1.00E-99,553,V(D)J recombination-activating protein 2 OS=Homo sapiens GN=RAG2 PE=1 SV=1
gene10269,rag1,sp|P15918|RAG1_HUMAN,73.73,571,146,3,3586,5298,456,1022,1.00E-99,878,V(D)J recombination-activating protein 1 OS=Homo sapiens GN=RAG1 PE=1 SV=2
gene10271,LOC106921870,sp|Q96QU6|1A1L1_HUMAN,37.29,177,42,3,10972,11502,263,370,2.00E-21,101,1-aminocyclopropane-1-carboxylate synthase-like protein 1 OS=Homo sapiens GN=ACCS PE=1 SV=1
gene10272,LOC106921867,sp|P09958|FURIN_HUMAN,71.11,45,13,0,78222,78356,123,167,9.00E-11,71.2,Furin OS=Homo sapiens GN=FURIN PE=1 SV=2
gene10273,LOC106921873,sp|Q6MZW2|FSTL4_HUMAN,44.48,326,127,2,187286,188263,571,842,9.00E-76,276,Follistatin-related protein 4 OS=Homo sapiens GN=FSTL4 PE=2 SV=3
gene10274,LOC106921874,sp|Q6MZW2|FSTL4_HUMAN,44.48,326,127,2,99260,100237,571,842,5.00E-76,276,Follistatin-related protein 4 OS=Homo sapiens GN=FSTL4 PE=2 SV=3
gene10278,dbh,sp|P09172|DOPO_HUMAN,50,86,43,0,3590,3847,162,247,2.00E-38,105,Dopamine beta-hydroxylase OS=Homo sapiens GN=DBH PE=1 SV=3
gene10279,sardh,sp|Q9UL12|SARDH_HUMAN,55.38,130,14,2,16368,16754,404,490,2.00E-30,134,"Sarcosine dehydrogenase, mitochondrial OS=Homo sapiens GN=SARDH PE=1 SV=1"
gene1028,LOC106921643,sp|Q08209|PP2BA_HUMAN,91.49,47,4,0,11615,11755,214,260,2.00E-43,102,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA PE=1 SV=1
gene10280,LOC106921880,sp|Q8IYK4|GT252_HUMAN,42.96,135,27,1,4574,4978,125,209,5.00E-49,113,Procollagen galactosyltransferase 2 OS=Homo sapiens GN=COLGALT2 PE=1 SV=1
gene10281,urm1,sp|Q9BTM9|URM1_HUMAN,70.37,27,8,0,5871,5951,37,63,4.00E-06,47.8,Ubiquitin-related modifier 1 OS=Homo sapiens GN=URM1 PE=1 SV=1
gene10282,sh2d3c,sp|Q8N5H7|SH2D3_HUMAN,77.42,62,14,0,51393,51578,639,700,2.00E-57,101,SH2 domain-containing protein 3C OS=Homo sapiens GN=SH2D3C PE=1 SV=1
gene10284,strbp,sp|Q96SI9|STRBP_HUMAN,88.73,71,5,1,78043,78255,380,447,8.00E-28,125,Spermatid perinuclear RNA-binding protein OS=Homo sapiens GN=STRBP PE=1 SV=1
